rating,text,emotion
5,montu indirimdeyken aldim sicacik tutuyo severek giyiyorum kendi bedeninizin bi buyugunu almanizi oneririm,p
1,1 ay oldu alalı astarları yırtıldı para çöp pldu hiç memnun kalmadık,p
4,"babama aldık .fiyatına göre kalitesi iyi,ici welsoft astar .Kalıp duruş olarak güzel yalnizca kolları bedenine göre dar,tam oturuyor .biz fiyati uygun olduğu için iade etmedik",p
5,Fiyatına göre oldukça gizel bir ürün. Beden ölçüsü istediğim gibi geldi. Kargo da hızlıydı. 5 yıldızı haketti,p
5,eşime aldım şefaf pekette geldi aynı göründüğü gibi yakından da çok iyi çok beğendik tşkkr ederiz 5 yıldız,p
5,eşime aldım çok beğendi  içi astarli  sıcak tutuyor large tam oldu,p
5,eşime aldım çok beğenerek giyiyor astarı hariç sıkıntı yok,p
5,iki adet aldım bu monttan birinin içi polarli diyeri normal astar olumsuz olarak bu ama model güzel duruyor üstte eşime aldım 90 kg ye yakın l beden tam oldu kayın peder de 100 üstü kg de xl aldık çok gegendiler,p
5,166 75 kg l beden çok iyi oldu iç astar cepler herşey çok iyi erkek arkadaşıma hediye aldım tüm çevremiz bayıldık tüm arkadaşlarımızın eşleri soruyor teşekkürler,p
5,Boy 1.85 kilo 90 Xl beden  tam oldu İndirimdeyken babam için almıştım ve gerçekten güzel bir ürün yağmur geçirme konusunda henüz tecrübe edinmedik. Onu da deneyince yorumumu güncellerim.,p
5,Ürün çok güzel beden tablosuna göre bakılıp alınabilir. Gayet sıcak tutuyor yapılan kampanyalar ve sepetteki indirimlerle fiyatı daha güzel oluyor... O yüzden 5 yıldızı hakediyor.,p
5,arkadaşlar ürün fiyatına göre çok güzel  hoşuma gitti kumaşı kaliteli astarı kalite. Tam beden olcunuze göre alın 1.72 boy 85 kilo xl aldım tam oldu,p
5,On numara beş yıldız muhteşem ötesi eşim için aldım gerçekten çok güzel kaliteli bir ürün içi yumuş yumuş sıcacık tutuyor,p
5,mükemmel eşime almıştım bedeni harika oldu içi yumuşacık ve çok sıcak tutuyor kargo olabildiğince hızlı ve personeli çok kibar teşekkürler........,p
1,"Manken üzerindeki ürüne dikkat ederseniz montun önü kapalıyken öndeki düğmeler görünmüyor. Sade göründüğünden almak istedim. Bana gelen üründe; önü kapatınca düğmeler görünüyor. Düğmeyi içten değil, direkt üstten basıp geçmişler. Hayal kırıklığı oldu. Kimileri önemsemeyebilir, bir şey diyemem. Yorumlara baktığımda önemseyen birini de görmedim. Birç",n
2,"oldukça ince, astarda yok mevsimlik bir şey gibi düşünün",n
5,Eşime aldım tam oldu güzel beğendim tavsiye ederim içi astarlı polar değil,p
5,"iç astarı polyester çok güzel sıcak tutuyor, babama aldım çok beğendi , çok kullanışlı",p
5,Cok guzel geldi kayinpederim icin aldik tam beden almanizi oneririm,p
5,"tam beden, çok güzel 5yıldız",p
5,tam istediğim gibi geldi içi astarli sıcacık teşekkür ederim,p
4,bence gayet güzel resimdeki gibi kalın sadece resimde gözüken üst cebi yok o kadar yoksa bence fiyat olarak çok güzel bir ürün ben beğendim ama üstteki cebi olmadığıni belirtin,p
4,Ürün geldi  içi astarlı ekrandan kaldırın,p
1,Ürün yanlış geldi küçük beden geldi gelen üründe bildiğiniz naylon karışımı kumaş sentetik hep yorum görünsün diye 5 yıldız veriyorum,n
5,kumaşı çok güzel alınır 5 yıldızi hak ediyor,p
5,çok rahat çok profesyonel,p
4,"Ürün gayet kaliteli ve modaya uygun. Ayrıca çok rahat. 4 yıldız verdim çünkü paçası fotoğrafta gözükenden daha büyük geliyor.  181cm, 100kg : XL beden tam oldu.",p
5,tam bir fiyat performans ürünü old money kombinleri için birebir 180 60 kilo S güzel oldu.,p
5,Gerçekten üstte duruşu olsun kumaşı olsun çok beğendim paçasını bu tık beğenmedim ama onun dışında sorun yok bence fiyatı da çok uygun tavsiye ederim hızlı elime ulaştı,p
1,bir yıldız nedeni bursadan İzmir e aras kargo sebebiyle 22 günde elime ulaştı ikinci sebebi s beden olmasına rağmen aşırı bol,n
4,180 boyunda 87 kiloyum XL tam oldu cepleri biraz küçük geldi ceplere bişey koyunca baya kabarık duruyor ondan 1 yıldız kırdım,p
5,Ablamın Eline Sağlık Üründen Çok Memnunum 2 Tane Daha Aldım (kendi yorumumdur ürün fiyatına göre çok iyi ),p
5,Fiyatına göre 5 yıldız verdim ama tabi ince ve işçilikleri biraz zayıf. Ama bu fiyata göre 5 yıldızı haketti modeli güzel ama bedeni biraz ufak geldi bir beden büyük alın derim.,p
2,Buda iki yıldız anca eder,n
5,Yorum görünsün diye 5 yıldız veriyorum giyilmeden 1 yıkamada ağzı yüzü kaydı. Fenomenlere güvenip almamam gerektiğini bir kez daha anladim,n
5,10 yildiz olsa verilir cok kaliteli,p
5,Üstte gözüksün diye 5 verdim.Yıkanınca küçüldü L beden aldım 30derece de yıkandı S beden gibi oldu. Alırken dikkatli olun.,n
4,Pamuklu yumuşacık güzel bi ürün umarım avva ve Altınyıldız gibi kurutmaya girince çekme yapmaz,p
4,Kumaşı yaz için kalın olduğundan 1 yıldız kırdım,p
5,5 puan vermemin sebebi yorumum üste çıkması için. Markanın eski kalitesi kalmamış maalesef eşime ve kendime kaç tane aldığım belirsiz tüm tşörtlerin hepsinde çekme ve ilk yıkamada yan dikişleri kaydı ve ürünün yapısı bozuldu sevdiğim bir markaydı üzülerek bir daha alışveriş yapmam. Bu kadar reklamı olan ve tüm blogger tarafından linklenen ürün olma,n
5,10 yıldız olsa 10 yıldız verirdim yumuşacık harika ihtiyacı olana şiddetle tavsiye ederim,p
3,gömleği çok beğendim neden yıldız kırdım eşim M beden giyiyor yorumları okudum bir beden büyük L beden aldım eşime çok dar geldi gömlek hiç iliklenmedi iliklenmeside asla mümkün değildi  ona göre alın derim gömleğin kumaşı rengi harika ama,p
5,Müthiş bi kumaş kalıp olarakta çok profesyonel,p
5,on numara beş yıldız bir ürün bütün renkleri birbirinden güzel ve kaliteli her rengini aldık biz,p
5,2. kez alışveriş yaptim hem kendime hem babama boyutlari tam geldi kilo ve boy konusunda hic sorun yasamadık tavsiye ediyorum 2.kez 5 yildiz verdim keşke posetleme biraz daha iyi olsa,p
1,"Lacivert pantolon arka cep  iç astar dikişi söküldü. Satıcı sattığı ürünün arkasında durmuyor. krem renk pantolanda aldım. akşamdan suya koydum. çıkardığında  kemer kopcasından  pas bulaştı.  ürünü iade ettim, iade onaylanmadı.. Tüketici mahkemesine dava açacağım.",n
5,Sevgilime aldım bir tık kısa geldi ona alıcaklar bir beden büyük alsın kalıbı dar  onun dışında biz çok beğendik üstte duruşu da çok güzeldi,p
4,oğlum icin aldım gayet güzel bir beden büyük almanızı oneririm,p
5,Güzel ürün almak isteyene öneririm kızım için aldım beyendi 5 yıldız hızlı kargo,p
3,kumaşı dokusu falan çok kötü kargom da 2 hafta sonra geldi almayın aldırmayın 5 yıldız verdim ki yorumum üste çıksın.,n
5,5 yildiz 10 numara,p
5,5 yıldızı hak.ediyor,p
5,Çok güzel yumuşacık eşim için aldım ben çok beğendim 5 yıldızı hakediyor,p
5,cok yumusak ve astar rengi cok hoş 53 kilo 156 ya M beden iyi geldi,p
5,Ürün 10 numara 5 yıldızı hakkediyor.  Kesinlikle bedeninizi göre gönül rahatlığı ile söyleyebilirsiniz. Kargo 3 günde geldi gayet hızlı.,p
5,10 numara 5 yıldız bi ürün alın valla 5 10 tane alın yani,p
5,Başta görünsün diye Yıldız verdim almayın,n
5,Ürün güzel kalitesi 10 üzerinden 7 ama kullanışlı 5 yıldız hak ediyor,p
5,Ürün on numara beş yıldız. Düz siyah sweatshirt arayışındayken karşıma çıkan bu sweati kendime aldım eşim begenince el koymasın diye tekrar sipariş verip ona da aldım. :) Alın aldırın pişman olmazsınızzzz,p
5,İnaılmz kalitesz yorum gözüksün diye 5 yıldız verdim,n
4,indirimden almistim 400 tl icin fazla pahali tamam iyi guzel de tuy dokuyro ben ucuza aldigim icin begenmistim soneadan fiyat yukseldi benim gozler pörtledi M beden aldim,n
4,3 adet sipariş verdim fakat bir tanesi bir beden küçük geldi o yüzden bir Yıldız eksik verdim,p
4,biraz ince olduğu icin bir yildiz kirdkm ama güzel sweat,p
4,Begendim içi kalın ve üstte oversize duruyor,p
5,"Kumaşı ve dikişleri çok kaliteli. Üstte duruşu çok güzel. Görseldeki gibi bol duruyor. Daha önce bej rengini almıştım, beğendiğim için diğer renklerinden de söyledim. Kesinlikle arayıp bulamayacak bir pantolon.",p
5,Beklediğimden çok daha kaliteli ve şık bir ürün. Pantolonun üstte duruşu çok güzel.,p
1,Arkadaşlar acaba ben aynı pantolonu mu söyledim herkes beş yıldız vermiş. M beden aldım resimde bol kesim kumaş diye aldım pantolon resmen skinny model oldu s,p
4,"Ürün güzel, kargo 1 günde geldi. Yıldızını kırdım çünkü ütüsü kötüydü. Denemeden önce ütü yapmak zorunda kaldım. Boy 1.82 kilo 74 M beden aldım. Beli okey ama boyu uzun geldi. Terziye verdim.",p
5,kumaşı üstte duruşu çok güzel. 1.95 boy 100 kg 2 xl aldım tam oldu.,p
4,"Takım elbisem için aldım, gayet şık bir ürün ama birazcık çabuk kırışıyor o yüzden dört yıldız.",p
5,10 yıldızı hakeden bir pantolon bn bu kadr kaliteli beklemiyordum açıkçası renginden de supheliydim açık gri güzel bir rengi var kumasida çok güzel bı yerinde defosu var ama pek belli olmadığı için iade etmedim satıcıya bedeniniz sorup öyle alın bn eşimin boy kilosunu söyledim biraz bol istedm bır beden büyük aldım normal bedeninden çok güzel oldu,p
5,Eşim için almıştım ürün fiyatına göre  kalite ince kumaşı var kışlık giyilebilecek kadar kalın bir kumaşı yok üstte Duruşuna bayıldık tereddütsüz alınabilir 💫,p
5,erkek arkadaşım için siyah rengini almıştım beğenerek giyiyor bu rengi de hediye etmek istedim dokusu çok güzel yaz aylarında terletme yapmadığını söyledi teşekkürler beş yıldızı hak eden ürün,p
5,ürün 10 numara 5 yıldız tam bedeninizi alabilirsiniz mükemmel renk seçeneği çok olsa daha güzel olur gayet güzel,p
4,çok rahat ve hafif bir ürün. bedeni tam oldu L aldım. tek yıldızı ilk kokusundan kırdım. ürün açınca biraz fazla tekstil atölyesi kıkuyordu:),p
5,ALTINYILDIZ KALITESİ ÇOK BEĞENDİM,p
4,kendi bedeninizden 1 beden küçük qlmanizi oneririm,p
1,assiri kotu almayin sarapci dayilar gibi oluyo ustte asla parasini hak etmiyo,n
5,çok beğendim çok güzel duruyor üstte,p
4,çok rahat boyu biraz uzun ama içime sokarak hallediyorumum onu da,p
5,yemin ediyorum şaka gibisinjz aynısını yollamicaksaniz insanları da mağdur etmeyin yazık boyu aynı geldi ama asiriii dar ne alakası var gorselle 1 yıldız bile haketmiyo üstte kalsn diye atıyorum,n
4,Maalesef pek beğenmedim. Ama kıyafet değil BEN kaynaklı da olabilir o yüzden sadece 1 yıldız kırdım. Yan dünya.,p
5,Yorumun üstte kalsın diye 5 yıldız verdim. Taytlarımın üzerine giymek için Fotoğraftaki gibi uzun bekledim ama kısacık geldi. Görünüşün Fotoğraf ile alakası yok. Kumaş kalitesi güzel yumuşacık.,n
5,ONE CİKSİN DİYE 5 YİLDİZ VERDİM gercekten igrenc ustelik sökük göndermişler fotograftakiyle alakasi yok DERHAL BU İGRENC SEYİN GONDERİLİP PARAMİ GERİ VERMELERİNİ İSTİYORUM,n
1,aşırı bol üstte asla mankendeki gibi durmuyor,n
5,Beş yıldızı yukarıda dursun diye veriyorum kalıbı çok geniş çuval gibi ama omuzları aşırı dar çok kötü hiç şık bir görüntü yok beğenmedim kumaşıda kalıtesiz ipleri çıkmıştı,n
1,Dalga mı geçiyorsunuz ya oversize değil boyu küçük kollar uzun…almayın önermiyorum,n
5,böyle saçmalık görmedim ben siyah aldım gri geldi ve çok beklememe rağmen. öne çıksın diye yüksek puan verdim ürün adam akıllı paketlenmemis bile bitek kargo poşetine koyulmuş değişim yapmak istiyorum hemen.,n
4,Esnek bi kumaşı var aşırı rahattı kendi bedenınızı almanızı öneririm çok güzel bi pantolon,p
4,modeli kesinlikle çok güzel öneririm kalcam 120cm ona rağmen 44 oldu,p
5,"Hayatımda giydiğim en iyi kot. Kumaşı, rengi, kalıbı Muhteşem. Ben 165 e 53 kgyim. Normalde bedenim S. Fakat Xs aldım. Yani bir beden küçük almanız önemle rica olunur. Çünkü lijralı.",p
5,ürünü çok beğendim ürünü tavsiye ediyorum heves eden herkes alabilir satıcının hesabına bakmanızı öneriyorum iyi günlerde kullanın ☺️🎀,p
5,"pantolonun kumasi cok iyi esnek bayagi rahat kendi bedenimi aldim. tek sorunu: boyum 170 ve TAM oldu, hatta keske 1 cm falan daha asagida olsaydi pacasi diye dusundum. daha uzun bacilara onermiyorum",p
5,"O kadar güzel bir pantolon ki 10 yıldız olsa 10 yıldız veririm. 160 cm 57 kg için 36 beden aldım. Tam oldu. Esnek, yumuşak harika bir kumaşı var. Beden tablosunda ölçülerime baktığımda S-M arasında kalıp satıcıya sormuştum ama cevap gelene kadar yorumlara bakarak S beden aldım. iyi ki de öyle yapmışım zira satıcı 40 beden almamı önerdi :)) Yanisi h",p
5,cok guzel kendı bedenınızı alabilirsiniz ama biraz daha bololsunderseniz bi beden buyuk almanızı oneririm kalıpları tam kalıpbelisarıyor sıkmıyor renk konusunda rengi görseldeki gibi sadece cokazdaha koyu gayet güzell,p
4,pantolon güzel hızlı geldi ama kesinlikle bir küçük beden alın bende herkes bir beden küçük önerince küçük almayı düşündüm ama kendi bedenimi aldım keşke yorumları dinleyip bir küçük alsaymışım ürün esnek bir ürün,p
4,kendi bedenimi aldım biraz bol oldu bir beden küçük almanızı öneririm. Kesimini çok beğendim,p
5,on numara 5 yıldız bikelifenin pantolonları çok iyi güzel paketleme hızlı kargo teşekkürler,p
5,"verilen ölçüler tamamen uyuyor. Ürün aynı görselde göründüğü gibi, elimde olsa 5 değil 15 yıldız bile verirdim kesinlikle herkesin alması gereken bir ürün diye düşünüyorum.",p
4,Satıcının önerdiği bedeni alın ben satıcının söylediği bedenden bir büyük aldım ve bana büyük oldu onun dışında pantolonun duruşunu beğendim. Sert bir kumaş değil,p
1,1 yıldızı modeline veriyorum 10 dk giydim anında diz yeri yaptı 1 saat sonra komple bollaştı ürünlerinizin kalitesi gerçekten çok kötü,n
4,Tek yıldızı diz izi yapma ihtimalinden kırdım  onun dışında rengi boyu dokusu güzel  Yaz için biraz fazla kalın bir kot baharda değerlendirilir.,p
1,kumaş kalite vs olarak değil de görünüş olarak yorumlayacağım rengin fotoğraftakiyle alakası yok hem daha bol hem de rengi sanki instagram renk paletinden direkt mavi seçilmiş gibi yani daha koyu ve fotoğraftakinden daha bol boşa para verdim çok büyük hayal kırıklığıydı gerçekten asla önermem iade edebilirsem edeceğim,n
5,64-65 kiloyum l bedenini aldım önce tam oldu esnek yapısından dolayı çok rahat hareket imkanı sağlıyor.Ben biraz daha toparlasin diye m bedenini de aldım çok beğendim ve en önemlisi hemen kargolandı.Satıcıya bol kazançlar dilerim🌸,p
5,Fiyat performans ürünü sağlam bir tayt beden tablosundaki önerilen bedeni alabilirsiniz tam uyuyor,p
5,Çok güzel herkese öneririm 👏👏,p
5,gerçekten çok güzel öneririm.  ben memnun kaldım,p
2,satıcının önerdiği bedenin bir büyüğünü aldım yine de dar geldi,p
2,Ürünün kumaşı güzel ama toparlayıcı değil. Ve uzun boylu olan kişilere önermiyorum çünkü çok kısa boyu var. M beden aldım kapri gibi duruyor. Aldığım ürünleri değiştirmekten yoruldum artık. Bu yüzden kızıma vereceğim içlik olarak giymesi için.,p
3,Ürün kışlık sıcak tutuyor fakat bel kısmı tutmuyor lastik yok bel kısmında üstte durmuyor kayıyor,p
5,10 yıldız olsa yine veririm. Çoook şık herkes bayıldı link verdim herkese,p
5,ürün çok iyii almanızı öneririm ❤️,p
5,çok beğendim kumasi da aşırı rahat çok şık duruyor beklediğimden iyi geldi öneririmm,p
4,"o kadar güzel ki diyecek söz bulamıyorum... dün sipariş ettim bugün elime ulaştı bile. kumaşı kot ama likralı olduğu için çok rahat. bacakları kalın, beli ince olan kadınların mutlaka alın aldırınnn.  5 yıldızı hak ediyor efsane 😍😍😍",p
5,kesimi cok iyi tombul olmama rağmen iyi gösterdi cok öneririm fiyat performans ürünü,p
5,on numara beş yıldız çok güzel,p
5,"Kalıbı ve deseni çok güzel ,kumaşı tok bir kot kumaşı . Üstte duruşu çok şık ,en sevdiğim parçam olacak 💎",p
5,pantolon sipariş ettiğim halde minicik bir etek gönderildi? beş yıldızı en üstte görülsün diye verdim,n
5,"Bayildimmmm,,harika muhtesem otesi.Rengi,dokusu,ve benim icin en onemlisi de kesimi ve kalibi tam istedigim gibi  boyu ve genisligi tam istedigim gibi oldu Hakikaten  cok iyi.👍👍👍",p
5,Ürünün kumaşı gayet güzel ve tok. Bildiğimiz kot kumaşı. Ne kalın ne cok ince. 168 boy 90kg benim bel kısmı ne yazık ki kapanmadı. Ancak benden kaynaklı sanırım çünkü bacakları tam oldu hatta dökümlü durdu zayıf bile gösterdi diyebilirim. Boyu uzun tadilat ile kısaltılacak. Bel çevresi için sanırım düğmeyi öne alacağım ve bi uzatma aparatı ile takı,p
1,Defalarca yazmamama  rağmen küçük beden yollamışsınız neden almanızı önermem,n
5,Tam kalıp bayıldım sadece kemer yerinde biri yırtık geldi ama önemli değil,p
5,"Alırken endişe etmiştim ama üzerime giydiğimde tam oldu ve çok da rahat duruşu güzel, iyiki de almışım , almak isteyenlere önerilir",p
4,Gayet güzel tam bedenöneririm,p
4,iyi bir ürün. Small ve Medium bedenlerden 2 tane aldım.  Biraz önce fakat rahat kullanımlı. Pamuklu olması önemli.,p
3,çok iyi oneriyorum,p
5,çok beğendim rahat sıcak tutuyor çok şık duruyor diyemem ama benim için konfor önemli zaten,p
5,ben gerçekten çok beğendim kalitesi kumaşı dokusu gerçekten çok güzel tşk ederim ve çok rahat kendi bedenini almanızı öneririm 😍😍,p
5,ürün çok güzel geldi ayrıca hediye için çok teşekkür ederim almak isteyen herkese öneririm,p
5,"10 yıldız olsa 10 yıldız veririm.Önce birtane aldım denedim.2 adet daha sipariş verdim.Çok kurtarıcı,beli ideal yükseklikte içi polar olduğu için sıcacık hissediyorum",p
5,tek kelime ile MUKEMMEL ! 5 bin yildiz daha olsa 5bin yıldız verirdim. kesinlikle kurtarıcı bir parça. kumaşı kalınlığı esnekliği çok iyi. hızlı teslimat. normalde 46-48 beden kullaniyorum 2xl çok güzel oldu. toparlayıcı etkisi de var.,p
4,Bir beden küçük alın diyenler önce kendi bedeninizi bi öğrenin bence. Tam beden alınır kumaş da kalite de güzel. Bir yıldız aldıktan sonra fiyat düştüğü için kırıldı 💔,p
5,"10 yıldız olsa 10 yıldız veririm,aradığım tayt buymuş🌸",p
4,Tok bir kumaşı vardır diye aldım ama öyle değil salaş içinin dokusu güzel hafif rahat bir ürün üstte duruşu da gayet güzel memnun kaldım,p
5,Öncelikle ürün çok kısa sürede adresime ulaştı. İçi yazıldığı gibi polarlı. Üzerime denemeden önce ince gibi gelmişti fakat denedikten sonra sıcak tuttuğunu gördüm. Kış mevsimi için ideal. Kumaşı ve üstte duruşu da gayet güzel. 1.60 boyundayım taytın boyu bir miktar uzun geldi fakat hafif tabanlı ayakkabıyla kullanıldığında sorun kalmıyor.,p
4,"içi Polarlı diyince daha kalın bir tayt bekliyordum yıldızı oradan kırdım. onun haricinde yüksek bel, toparlayıcı kargo hızlıydı. sadece boyu uzun oldu baya. beden olarak normal bedeninizi tercih edebilirsiniz",p
4,arkadaşlar başta görünsün diye 4 yıldız verdim ama aslında ilk geldiğinde çok iyiydi sonra yıkayınca Kumaşı hep keçelenmişti tavsiye etm,n
5,yorum üstte gözüksün diye 5 yıldız verdim kesinlikle 1 bile haketmiyo aslaa 1. haftadan tuylendi bir kez makinaya atmama rağmen görüntüdeki gibi deil kesinlikle,n
3,1.70 60 kiloyum s beden aldım normalde bu tarz bodyler'de s beden giyerim fakat bu ürünün kollari gereksiz dar rengi aşırı güzel tatli bir bordo beden sıkıntısı yaşadığım icin değişim yapacağım s beden giyiyor iseniz bir beden büyüğünü almanizi öneririm,p
2,ucuz olduğu için 2 yıldız verdim naylon kumas kumaşı çok kötü ama uzunluğu falan güzel,n
5,öne çıksın diye 5 puan verdim aldığım gibi kol kısmında ki ipler çıktı tüm kolu tekrar dikmek gerekiyor desem yeri var bir kere bile giyemedim param çöp oldu 🙏🏼,n
4,rengi kumaşı çok güzel ama omzu bi tık dar ona göre almanızı öneriyorum,p
5,üstte kalsın diye 5 yıldız veriyorum yanlış ürün gönderip duruyorsunuz,n
5,çok güzel ancak bir beden daha büyük alınabilir kesinlikle öneririm,p
5,gayet güzel sıcak tutuyor öneririm,p
5,Fotoğrafta göründüğü gibi değil daha önce 5 yıldız veriyorum görünsün diye,n
5,pakatleme çok iyiydi.. ürün sağlam geldi. siyahın rengi dokusu ve tonu çok güzel... şu anda piyasada balıkçı yaka olarak satışa sunulan badiler içinde en en uygun fiyatlı.. bence fiyat performans çok iyi.. boyum 166 kilom 75 L benden aldım kol ve beden boyu çok iyi... tek eleştireceğim taraf PTT kargo ile gönedirilmesi neredeyse 10 gün bekledim :),p
5,çok hızlı kargolanıp elime ulaştı teşekkür ederim.bi beden büyük almanızı öneririm dar kalıp kalitesi iyi,p
5,Bayıldım vücudu tam sarıyor kendi bedeninizi almanızı öneririm,p
5,Daha önceden de aldığım memnun olduğum bir ürün tekrar sipariş verdim ben hastane de formalarımın içine giyiyorum hırkaların içine de harika oluyor öneririrm.,p
5,Beklediğimden iyi ve kaliteli kesinlikle öneririm,p
5,cook begendim..ince ama..unrm kolay deforme olmaz..tam beden ..1.74 e 69 um..oneririm...,p
4,ürün gayet kullanışlı ve kaliteli ama bi beden büyük almanızı öneririm,p
5,kumaşı ve dokusu çok güzel. yıkanınca çekme yapmadı bedeni sımsıkı sarıyor. bedeninizi almanızı öneririm.,p
5,beyaz rengini de aldım özellikle kış günlerinde çok önemli bir ürün alın aldırın,p
5,annem için aldım gayet memnun öneririm,p
5,kışın içime giyiyorum çok güzel duruyo öneririm kaliteli bi ürün 🤌🏻,p
5,"çok çok güzel bir body. kumaşı da kaliteli. çok severek giyiyorum, kesinlikle öneririm.",p
5,çok güzel çok rahat on numara beş yıldız,p
2,"gayet güzel fiyat performans ürünü yeri güzel, 49 kiloyum m beden aldım birazcık sıktı bir beden büyük alınmasıni öneririm üründe defo varmış boyunu kestikten sonra fark ettim çök çok üzücü keşke  göndermeden önce kontrol edilerek kargoya verilse",p
5,%95 viscon %5 likra Boy: 1.56 Kilo: 56 M ve L beden aldım M bedeni oldu. Gerçekten baaayıııııllldııımmm o kadar rahat kumaşı yumuşacık kesinlikle herkese öneririm muazzam bir tane daha almaya gidiyorum.,p
5,"ürün siyah yerine gri geldi benim için sıkıntı olmadı ve fiziğinizi çok güzel öne cikartiyo kumaşı rahatsız edecek şekilde değil yumuşak ve ince bi kumaşı var, iç göstermiyor",p
4,Ürün çok güzel tam oldu 164 boy 67 kg 42 beden ama istediğim ton değil mavi olani göndermişler o yüzden 1 yıldız kirdim,p
5,aylardır giyiyorum çok kaliteli bir beden küçük almanızı öneririm,p
5,Ürün gayet kaliteli ve rahat. Aylardır kullanıyorum öneririm. 168 boyum 53 kilom m beden aldım sadece zamanla biraz bollaştı,p
5,"kardeşime aldım,çok sevdi.kumaşı da çok güzel duruşu da çok güzel öneririm.renk renk alacağım",p
4,Ürün gayet güzel fakat bel kısmı korseli olduğu için 1 beden büyük almanızı öneririm sıkıyor,p
5,Muazzam bir ürün lohusalık döneminden sonra kullanmaya başladım sezaryen şişliğiimi ve alt karnımı yok etti doğumdan sonra kullanması için kardeşime de aldım,p
5,Şahsen çok güzel toparlıyor normalde xl giyerim ama l alsamda olurmuş çok güzel bir ürün öneririm,p
5,çok beğendim hem kumaşı hem duruşu ayriten hem likralı çok güzel 5 yıldız bile az,p
5,çok beğendim.38 40 beden giyiniyordum 38 beden aldım tam oldu.hafif likralı üstte çok güzel duruyor.kumasida gayet güzel alacak olanlar tereddüt etmeden alabilirler,p
5,ilk defa üstüme tam oturdu kumaşıda çok güzel şiddetle öneriyorum,p
5,Çok beğendim 36 bedeni tam oldu. 162 boy 50 kiloyum. Bedeninizi almanızı öneririm. Kargo ve paketlemeden memnun kaldım. Rengini beğendim.,p
5,"Gerçekten çok çok harika. Üzerime tam oturdu, kendi bedeninizi almanızı öneririm. Çok hoş duruyor ❤️",p
5,Almadan önce tereddüt etmiştim indirimden aldım ve bayıldım 😍 ama bir beden büyük almanızı öneririm 👍 bundan sonra pantolonlarım burdan 👍👍,p
5,Arkadaşlar bayıldım alın aldırın o kadar güzel duruyorki üstte ben 48 kg 1.67 im 32 aldım mükemmel oldu,p
4,"170 boy 50 kilo 34 aldim beli tam oldu ama basen birazcik sıktı, kalitesi felan cok guzel iade ettim 36 sini alacagim, yalniz kargo biraz yavasti ordan 1 yildiz kirdim.",p
5,Çok kaliteli ben çok beğendim almanızı öneririm,p
5,kendi arkadaşlarıma da önerdim çok rahat ve tam kalıp,p
5,Çok guzel kesinlikle almanizi oneririm,p
5,"Boyum 170 ve kilom 61, 38 beden aldım kk giyişte kalça kısmı dar geldi fakat 2. de tam oturdu gayet güzel kaliteli, beli biraz bol geliyo ve kalın fakat almanızı öneririm çok beğendim",p
5,"Boyum 1.60 kilom 52 36 beden aldım tam oldu boyu falan da gayet iyi, almanızı öneririm.",p
5,"165 boy - 61 kilo 40 beden tam oldu. Vucut tipi: Armut. Beyazına göre daha yumuşak kumaş orta kalınlıkta ve tok duruyor. Rüzgarda uçmaz ve fazla terletmez, rahat duruyor. Özellikle tesettürlülere öneririm rengi resimdekinden biraz farkli ama iyi.",p
3,yani ürün güzel ama satıcının söylediği bedenlerin bir büyüğünü almanızı öneririm beden aralığı taplosu vs yanlış üzülerek iade ediyorum,p
5,Ürün güzel olduğu için 5 yıldız veriyorum ama bana yakışmadığı için iade edeceğim. Uzun boylu ve çok zayıf arkadaşlara güzel olacaktır . 2 beden filan büyük alabilirsiniz . Kalça 96 38 beden tam oldu. Boy zaten uzun,p
4,çok güzel pantolon fakat kalıbı küçük bir beden büyüğünü almanızı öneririm,p
2,hiç beğenmedim bu muymus bukdr önerilen pant yani incecik kumaşı bu fiyatı da haketmiyo,n
4,"Kalıbı, duruşu ve kotun kumaşını çok beğendim. Biraz pahalı ama açıkçası üzerimdeki duruşunu kalıbını falan begenince verdiğim parayı hak ettiğini düşünüyorum tavsiye ederimm bir yıldızı kırma sebebim de parçalarının pantolonun modelinden kaynakli sökülmesinden. Ama o da terzide halledilebilirmis bı arkadaşım yine böyle bı pantolonunu modele zarar",p
5,Jean çok güzel duruşu kalıbı kumaşı kendi bedeninizi almayı öneriyorum kalıbı çok iyi çünkü harikaa bir rengi var,p
4,evet beli yüksek değil. alışık olanlar zor kullanabilir. benim acil ihtiyacım olduğu için iade etmedim. 1 aydır da kullanıyorum alıştım artık. rengi keko grisi değil çok şahane bir gri. en önemli kriter buydu benim için.,p
5,5 değil 10 yıldızı hak ediyor bu jeanin kalıbı muh te şemmm.hamurdan yapılmış gibi inanılmaz rahat alın aldırın,p
2,bir beden büyük alınmalı 2 yıldızı da rengi için verdim,p
3,Kalıbı aşırı dar ara bedenseniz üst bedeni almanızı öneririm,p
5,36 beden aldım. Boyum 164. Kilom 52. Kalça.92 Bel.62 bir pantolonum dümdüz durmasını istiyorsanız öneriyorum. Milladan da almıştım ama kendini salıyor ve üst kısmı değişik duruyor. Ama bu markada öyle değil,p
